grid_cell,Arable,Aridity,Forest,Grassland,Pastureland,Pop_den,Precipitation,Shrubland,Temp_max,Terrain_roughness,Wetlands
18740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18800,9.247764587402344,88.26175689697266,3.8685078620910645,2.1511459350585938,0,0.871945321559906,407.5390319824219,981.81854248046875,444.8643493652344,20.49725914001465,1.9062693119049072
18801,NA,NA,NA,NA,NA,NA,326.8858642578125,NA,465.1700439453125,NA,NA
18802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18805,594.390380859375,80.64134979248047,32.93667221069336,13.472859382629395,0,87.03321838378906,681.4346923828125,209.407470703125,395.8046569824219,5.675553321838379,7.678986549377441
18806,282.8677673339844,75.72587585449219,328.8589782714844,0.23953624069690704,4.558135986328125,27.52242088317871,548.1483154296875,22.727048873901367,430.54052734375,14.828593254089355,8.91344165802002
18807,61.03879165649414,72.44972229003906,652.63421630859375,0,52.777854919433594,5.985461711883545,523.4285888671875,0.2584843635559082,421.96478271484375,39.64175033569336,3.510571002960205
18808,10.088460922241211,64.8248291015625,781.02056884765625,0,68.18138885498047,4.384097099304199,466.6771240234375,12.233038902282715,388.8462829589844,53.83735275268555,0.6926798820495605
18809,11.631897926330566,63.51496124267578,664.20770263671875,0,102.50718688964844,6.619253158569336,397.9309997558594,149.13189697265625,358.4862365722656,51.79438018798828,0.0030303921084851027
18810,12.017318725585938,69.82735443115234,555.6488037109375,0.08594397455453873,89.46227264404297,4.1944451332092285,350.166748046875,323.3602600097656,329.1749267578125,39.926170349121094,0.3344985544681549
18811,42.070777893066406,69.39778900146484,353.8634948730469,0.5909814834594727,74.54109191894531,2.3601832389831543,321.84423828125,525.00311279296875,328.036376953125,33.555397033691406,0.5255370140075684
18812,171.4524688720703,69.8617172241211,41.6547737121582,1.3543528318405151,11.585485458374023,5.584888935089111,312.5729675292969,739.50762939453125,355.8533630371094,18.57298469543457,5.47015380859375
18813,64.60167694091797,75.50250244140625,0.07225488126277924,0.5058440566062927,0,1.4714306592941284,321.44671630859375,528.30804443359375,389.63885498046875,7.175074577331543,0.6509701013565063
18814,24.689132690429688,80.36651611328125,0,1.576570987701416,0,0.7640497088432312,330.1909484863281,612.21246337890625,409.9545593261719,5.700342655181885,0.17045769095420837
18815,45.58852005004883,82.835601806640625,0,6.588249206542969,0,2.0416767597198486,332.3670959472656,855.0693359375,419.86859130859375,2.980677604675293,0.12773378193378448
18816,3.581404685974121,82.55875396728516,2.0063538977410644e-4,1.399955153465271,0,0.3103583753108978,332.88348388671875,935.88763427734375,425.52081298828125,8.596722602844238,0.2151993215084076
18817,2.057581663131714,82.34281158447266,0.11255285888910294,0.29081466794013977,0,0.16109082102775574,336.72491455078125,978.113525390625,427.0367126464844,19.531463623046875,0.03757718205451965
18818,7.949889659881592,83.73192596435547,5.381489276885986,1.0839219093322754,0,0.5347074270248413,353.4430236816406,933.27752685546875,423.2920227050781,23.037424087524414,0.04469450190663338
18819,19.905954360961914,83.2933349609375,17.750057220458984,4.274503707885742,0,6.8179450035095215,393.089599609375,916.519775390625,420.0674743652344,25.781978607177734,0.9307460784912109
18820,41.913997650146484,79.33050537109375,15.524027824401855,2.0456130504608154,0,96.17193603515625,440.6884765625,863.00152587890625,420.5660705566406,20.060476303100586,5.778270721435547
18821,30.894800186157227,75.49810028076172,26.345306396484375,0.1688898205757141,0,6.690222263336182,491.0039978027344,441.7384338378906,420.5372619628906,16.89413833618164,0.8056448698043823
18822,103.6732177734375,72.164154052734375,114.84588623046875,0.01992141269147396,0,5.5742316246032715,553.71002197265625,38.78425598144531,414.28826904296875,16.561614990234375,0.8272048830986023
18823,130.9507598876953,71.4393310546875,18.041269302368164,0,0,2.4582619667053223,606.08209228515625,3.214158641640097e-4,412.1353759765625,4.058349132537842,1.5453784465789795
18824,96.41228485107422,69.34418487548828,0.1299222707748413,5.076494999229908e-4,0,6.359694957733154,641.14898681640625,0,411.93212890625,2.4584434032440186,42.24630355834961
18825,62.44209289550781,66.669403076171875,0.1234515979886055,7.902996148914099e-4,0,2.0957159996032715,674.7305908203125,0,404.6991271972656,1.8241047859191895,13.078385353088379
18826,129.3003692626953,62.66928482055664,2.9430723190307617,0.014291968196630478,0,0.8722527623176575,712.44482421875,0,386.446044921875,1.038232684135437,0.4311230182647705
18827,83.50736999511719,57.16228485107422,53.255550384521484,0.07537022233009338,0,1.2893604040145874,732.671875,0,377.1936340332031,0.8713721632957458,2.8736894130706787
18828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18859,NA,44.87428283691406,NA,NA,NA,19.45825958251953,950.08837890625,NA,348.8121643066406,1.2097573280334473,NA
18860,11.827437400817871,41.73404312133789,49.93217086791992,4.415097713470459,8.176852134056389e-4,42.497344970703125,941.14569091796875,3.8919570446014404,356.19342041015625,0.736742377281189,868.2783203125
18861,59.70683288574219,36.602054595947266,14.413695335388184,75.26273345947266,0.4193587303161621,1015.7470092773438,1007.9573364257813,61.471771240234375,342.0165710449219,0.8442845940589905,465.6160583496094
18862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18949,NA,93.34793853759766,NA,NA,NA,8.700518608093262,681.59613037109375,NA,374.0633239746094,2.1065902709960938,NA
18950,95.417938232421875,90.5755386352539,1.4652963876724243,3.878901481628418,0,8.26567554473877,425.7742919921875,896.3504638671875,442.1539001464844,8.380863189697266,1.0103325843811035
18951,NA,NA,NA,NA,NA,NA,365.4095764160156,NA,465.68914794921875,NA,NA
18952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18955,710.94403076171875,NA,15.775575637817383,16.144153594970703,0,NA,704.6318359375,184.37960815429688,391.08819580078125,NA,7.299638748168945
18956,727.5863037109375,77.07463073730469,87.3758773803711,2.9306976795196533,0.5468032360076904,106.21773529052734,572.7396240234375,25.21059226989746,426.8766174316406,3.8161966800689697,2.237065315246582
18957,334.57135009765625,74.94420623779297,426.88037109375,0.01437566801905632,6.227745056152344,35.22555923461914,540.65771484375,0.024430932477116585,431.0350036621094,19.207536697387695,6.598515033721924
18958,33.02121353149414,67.70057678222656,759.7030029296875,0.011668155901134014,53.347503662109375,5.774412631988525,499.9371643066406,1.5003478527069092,404.7278747558594,47.36384963989258,2.872283697128296
18959,19.238025665283203,61.71932601928711,737.41900634765625,0,73.76827239990234,7.289923191070557,420.11651611328125,90.25764465332031,365.3951416015625,49.754417419433594,0.002162398537620902
18960,14.109648704528809,65.20752716064453,715.773681640625,0.0013770302757620811,41.48873519897461,3.8389487266540527,365.6413879394531,221.25160217285156,325.9217834472656,39.638004302978516,8.489281171932817e-4
18961,26.192026138305664,67.70784759521484,407.5381164550781,0.4560217559337616,56.52590560913086,1.9431021213531494,323.6698913574219,507.8314514160156,316.1321105957031,34.194679260253906,0.05940695106983185
18962,145.59283447265625,68.93477630615234,26.659547805786133,0.9160275459289551,19.24896240234375,4.190557479858398,307.2688293457031,777.04449462890625,342.2460021972656,21.031591415405273,1.0328876972198486
18963,120.40635681152344,74.41800689697266,0.7997867465019226,0.4692862629890442,7.78285029809922e-5,2.262781858444214,326.42901611328125,643.1793212890625,382.03497314453125,9.118677139282227,1.3201488256454468
18964,34.640262603759766,80.380401611328125,9.156508604064584e-4,0.5108488202095032,0,0.5172020196914673,338.9977722167969,582.4554443359375,400.93035888671875,6.8542160987854,0.500080943107605
18965,38.727169036865234,84.30067443847656,0.0030155072454363108,1.1866061687469482,0,2.3147287368774414,340.0133056640625,918.53564453125,411.89471435546875,4.866161346435547,0.14619460701942444
18966,76.142120361328125,85.79273223876953,1.7657627176959068e-4,2.35736083984375,0,10.315629959106445,338.4256591796875,892.5767822265625,421.53277587890625,8.799287796020508,0.2418578714132309
18967,26.478750228881836,85.87615203857422,0.010194395668804646,1.9158729314804077,0,2.3597168922424316,339.7261657714844,950.02740478515625,426.042724609375,17.625911712646484,0.007131821475923061
18968,4.0712738037109375,84.79924774169922,0.01670091412961483,0.653009831905365,0,0.23958851397037506,344.8268737792969,974.278564453125,425.4558410644531,17.65540313720703,0.0060241008177399635
18969,3.639699935913086,81.97428131103516,3.1795222759246826,0.9061128497123718,0,0.24360114336013794,363.5421447753906,962.7864990234375,420.080810546875,19.797643661499023,0.0032887838315218687
18970,12.422380447387695,80.9453353881836,6.224693298339844,0.3931540250778198,0,0.8390591144561768,400.7350769042969,967.36236572265625,416.9730224609375,20.246536254882813,0.1397530734539032
18971,17.001461029052734,79.196868896484375,12.232624053955078,0.23406696319580078,0,1.3315905332565308,451.8251953125,856.394287109375,416.648193359375,13.603128433227539,2.1647751331329346
18972,100.492919921875,70.29405212402344,163.101318359375,0.07850021123886108,0,22.972267150878906,512.96417236328125,178.76324462890625,415.3500061035156,22.31566047668457,3.126481056213379
18973,242.04225158691406,63.97682571411133,151.86688232421875,8.918389539758209e-6,0,12.10316276550293,583.5650634765625,0.2523358464241028,414.0698547363281,10.925694465637207,1.0902189016342163
18974,235.88572692871094,66.70769500732422,5.417866230010986,8.320921915583313e-4,0,11.966731071472168,632.12847900390625,0.022842001169919968,415.6124572753906,2.534242868423462,32.928646087646484
18975,305.4461975097656,66.649810791015625,0.07745353877544403,0.0012713875621557236,0,41.962642669677734,672.3341064453125,0,413.0878601074219,2.12685489654541,30.144515991210938
18976,618.7457275390625,63.10294723510742,1.6628456115722656,0.0017686394276097417,0,205.33535766601563,718.621337890625,0,397.38897705078125,1.1479723453521729,5.250714302062988
18977,618.4835205078125,57.66118621826172,37.69612121582031,0.012292549014091492,0,100.31864929199219,744.29205322265625,0,383.133544921875,0.848351001739502,12.59708023071289
18978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19010,20.287111282348633,42.703983306884766,107.18677520751953,0.6499911546707153,0,19.47288703918457,1028.1585693359375,0.6553590297698975,350.1802062988281,0.6458972096443176,772.7462158203125
19011,124.19019317626953,43.081565856933594,46.73350143432617,13.724122047424316,0,255.92100524902344,1057.8077392578125,16.574703216552734,340.84124755859375,0.6234820485115051,593.2425537109375
19012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
